"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","26-Feb-2026","1,400.50","1,405.10","1,410.00","1,392.10","1,401.60","1,404.90","1,403.62","2,72,88,792","38,30,31,70,835.60","2,75,171","1,50,50,672","55.15"
"ICICIBANK","EQ","25-Feb-2026","1,384.80","1,391.80","1,407.40","1,388.20","1,398.10","1,400.50","1,399.92","1,62,97,015","22,81,44,95,610.00","2,19,690","1,13,72,305","69.78"
"ICICIBANK","EQ","24-Feb-2026","1,399.40","1,400.90","1,400.90","1,382.30","1,385.50","1,384.80","1,388.50","1,82,74,784","25,37,45,56,219.00","1,78,572","1,07,40,431","58.77"
"ICICIBANK","EQ","23-Feb-2026","1,394.50","1,400.00","1,408.30","1,395.30","1,399.00","1,399.40","1,400.86","1,07,28,445","15,02,90,32,958.60","1,37,169","71,08,232","66.26"
"ICICIBANK","EQ","20-Feb-2026","1,388.80","1,388.50","1,403.70","1,384.00","1,394.00","1,394.50","1,396.03","1,03,37,877","14,43,20,24,508.80","1,25,352","66,32,857","64.16"
"ICICIBANK","EQ","19-Feb-2026","1,408.20","1,408.50","1,412.30","1,384.80","1,388.70","1,388.80","1,394.99","1,43,23,091","19,98,06,13,931.70","1,72,043","71,45,103","49.89"
"ICICIBANK","EQ","18-Feb-2026","1,407.50","1,410.10","1,412.30","1,398.90","1,406.00","1,408.20","1,403.95","47,58,071","6,68,01,16,792.30","1,07,958","27,18,133","57.13"
"ICICIBANK","EQ","17-Feb-2026","1,411.60","1,406.20","1,413.60","1,393.60","1,405.00","1,407.50","1,404.65","1,17,56,187","16,51,33,61,505.90","1,81,342","42,71,702","36.34"
"ICICIBANK","EQ","16-Feb-2026","1,414.60","1,404.00","1,414.00","1,400.50","1,413.00","1,411.60","1,408.85","50,00,042","7,04,43,01,759.40","1,62,024","27,63,183","55.26"
"ICICIBANK","EQ","13-Feb-2026","1,430.00","1,425.30","1,434.40","1,410.70","1,415.50","1,414.60","1,417.70","1,22,28,083","17,33,58,09,677.40","3,31,274","93,46,512","76.43"
"ICICIBANK","EQ","12-Feb-2026","1,406.10","1,406.10","1,433.00","1,405.30","1,432.00","1,430.00","1,426.52","1,96,46,265","28,02,57,18,740.70","3,59,078","1,16,34,990","59.22"
"ICICIBANK","EQ","11-Feb-2026","1,406.50","1,407.40","1,413.00","1,400.40","1,409.00","1,406.10","1,405.32","85,51,341","12,01,73,47,016.70","2,33,720","52,35,374","61.22"
"ICICIBANK","EQ","10-Feb-2026","1,396.30","1,401.00","1,409.50","1,395.50","1,404.10","1,406.50","1,403.57","1,64,97,628","23,15,56,53,318.50","2,90,456","93,90,267","56.92"
"ICICIBANK","EQ","09-Feb-2026","1,406.10","1,413.50","1,414.00","1,388.80","1,395.10","1,396.30","1,396.52","78,89,742","11,01,81,92,537.50","2,01,425","55,73,517","70.64"
"ICICIBANK","EQ","06-Feb-2026","1,396.50","1,396.70","1,410.50","1,394.70","1,408.00","1,406.10","1,402.67","1,08,51,190","15,22,06,80,762.50","1,67,764","69,21,748","63.79"
"ICICIBANK","EQ","05-Feb-2026","1,408.40","1,414.00","1,414.00","1,393.20","1,394.60","1,396.50","1,402.07","89,82,761","12,59,44,68,388.50","1,79,749","46,32,508","51.57"
"ICICIBANK","EQ","04-Feb-2026","1,389.70","1,387.00","1,414.00","1,386.90","1,406.10","1,408.40","1,406.84","1,10,80,683","15,58,87,50,561.40","1,91,128","71,68,642","64.69"
"ICICIBANK","EQ","03-Feb-2026","1,352.80","1,412.00","1,417.00","1,373.40","1,388.00","1,389.70","1,391.76","2,48,96,698","34,65,02,22,974.70","3,62,321","1,60,91,194","64.63"
"ICICIBANK","EQ","02-Feb-2026","1,334.20","1,329.90","1,354.40","1,329.10","1,351.00","1,352.80","1,345.43","1,28,00,245","17,22,18,71,131.70","2,96,520","95,46,419","74.58"
"ICICIBANK","EQ","01-Feb-2026","1,355.00","1,352.00","1,365.90","1,328.80","1,334.00","1,334.20","1,349.72","49,69,610","6,70,75,90,848.90","73,049","16,43,438","33.07"
"ICICIBANK","EQ","30-Jan-2026","1,383.60","1,368.20","1,381.90","1,353.20","1,357.00","1,355.00","1,365.39","2,40,13,717","32,78,80,49,343.30","1,74,668","1,63,16,633","67.95"
"ICICIBANK","EQ","29-Jan-2026","1,367.70","1,359.00","1,387.70","1,354.40","1,385.00","1,383.60","1,375.36","2,31,18,234","31,79,58,80,950.80","3,16,133","1,59,57,952","69.03"
"ICICIBANK","EQ","28-Jan-2026","1,361.40","1,362.60","1,380.40","1,362.60","1,368.30","1,367.70","1,369.75","1,32,42,696","18,13,91,17,842.70","2,14,114","1,00,32,094","75.76"
"ICICIBANK","EQ","27-Jan-2026","1,343.40","1,340.00","1,369.10","1,328.60","1,367.10","1,361.40","1,351.83","2,52,63,634","34,15,21,85,794.40","3,97,382","1,46,68,037","58.06"
"ICICIBANK","EQ","23-Jan-2026","1,345.50","1,340.50","1,355.20","1,335.70","1,346.00","1,343.40","1,345.35","1,40,56,524","18,91,09,09,222.00","2,66,966","96,21,091","68.45"
"ICICIBANK","EQ","22-Jan-2026","1,349.00","1,355.10","1,358.00","1,338.00","1,347.00","1,345.50","1,345.43","1,71,79,765","23,11,41,75,406.10","3,76,183","96,88,821","56.40"
"ICICIBANK","EQ","21-Jan-2026","1,375.80","1,367.50","1,371.50","1,339.50","1,346.90","1,349.00","1,353.06","2,17,66,068","29,45,08,24,904.30","3,25,494","1,24,37,359","57.14"
"ICICIBANK","EQ","20-Jan-2026","1,380.60","1,374.70","1,387.80","1,371.50","1,375.60","1,375.80","1,380.38","1,50,12,785","20,72,33,99,138.70","3,48,185","93,17,390","62.06"
"ICICIBANK","EQ","19-Jan-2026","1,410.80","1,399.90","1,400.00","1,360.00","1,377.70","1,380.60","1,374.22","2,33,02,883","32,02,33,23,446.30","4,43,246","1,50,34,912","64.52"
"ICICIBANK","EQ","16-Jan-2026","1,418.40","1,417.90","1,429.00","1,400.20","1,413.00","1,410.80","1,413.40","1,25,30,886","17,71,11,65,102.70","3,10,123","86,85,738","69.31"
"ICICIBANK","EQ","14-Jan-2026","1,437.00","1,425.60","1,443.90","1,414.90","1,416.60","1,418.40","1,425.59","1,38,32,255","19,71,90,79,329.90","2,58,446","78,06,913","56.44"
"ICICIBANK","EQ","13-Jan-2026","1,413.10","1,420.00","1,441.80","1,411.10","1,436.50","1,437.00","1,432.77","1,42,95,581","20,48,22,94,150.00","3,24,654","76,60,517","53.59"
"ICICIBANK","EQ","12-Jan-2026","1,404.30","1,399.90","1,424.30","1,391.70","1,420.00","1,413.10","1,409.10","1,09,23,811","15,39,27,57,596.10","2,13,429","73,93,741","67.68"
"ICICIBANK","EQ","09-Jan-2026","1,435.00","1,427.10","1,429.50","1,401.50","1,405.00","1,404.30","1,407.82","1,25,55,636","17,67,60,64,959.30","1,76,569","89,94,277","71.64"
"ICICIBANK","EQ","08-Jan-2026","1,427.70","1,429.00","1,442.20","1,423.30","1,434.90","1,435.00","1,435.94","1,48,61,699","21,34,04,84,627.50","2,90,412","1,05,79,816","71.19"
"ICICIBANK","EQ","07-Jan-2026","1,411.20","1,408.00","1,429.90","1,404.20","1,425.60","1,427.70","1,421.98","1,58,13,795","22,48,69,67,388.80","2,63,196","1,21,27,276","76.69"
"ICICIBANK","EQ","06-Jan-2026","1,371.50","1,372.00","1,413.60","1,366.00","1,409.90","1,411.20","1,404.16","1,72,60,416","24,23,63,60,970.10","3,38,562","1,19,08,090","68.99"
"ICICIBANK","EQ","05-Jan-2026","1,355.40","1,354.20","1,375.50","1,352.60","1,372.00","1,371.50","1,369.03","69,20,565","9,47,44,70,607.30","2,51,280","45,15,341","65.25"
"ICICIBANK","EQ","02-Jan-2026","1,338.00","1,338.00","1,356.90","1,336.30","1,355.10","1,355.40","1,348.97","82,26,205","11,09,68,63,710.80","1,23,080","57,10,169","69.41"
"ICICIBANK","EQ","01-Jan-2026","1,342.90","1,343.90","1,348.40","1,336.00","1,337.60","1,338.00","1,340.30","41,79,311","5,60,15,12,243.10","92,659","13,20,425","31.59"
"ICICIBANK","EQ","31-Dec-2025","1,342.50","1,342.80","1,350.00","1,339.50","1,343.00","1,342.90","1,344.37","61,50,634","8,26,87,15,778.60","1,33,779","38,09,816","61.94"
"ICICIBANK","EQ","30-Dec-2025","1,343.30","1,343.30","1,347.10","1,338.10","1,347.00","1,342.50","1,341.94","1,86,21,277","24,98,86,03,546.50","2,61,375","1,28,33,261","68.92"
"ICICIBANK","EQ","29-Dec-2025","1,350.40","1,352.10","1,355.70","1,341.50","1,343.60","1,343.30","1,346.07","60,57,201","8,15,34,10,855.40","1,45,962","37,88,268","62.54"
"ICICIBANK","EQ","26-Dec-2025","1,359.80","1,356.50","1,362.00","1,348.50","1,351.00","1,350.40","1,353.25","28,12,144","3,80,55,33,190.00","92,194","18,54,240","65.94"
"ICICIBANK","EQ","24-Dec-2025","1,363.00","1,363.80","1,368.20","1,357.60","1,359.00","1,359.80","1,362.26","89,55,140","12,19,92,71,454.00","1,63,168","43,98,930","49.12"
"ICICIBANK","EQ","23-Dec-2025","1,368.50","1,361.10","1,365.00","1,357.00","1,362.40","1,363.00","1,361.81","91,05,467","12,39,98,97,178.60","2,31,134","44,35,940","48.72"
"ICICIBANK","EQ","22-Dec-2025","1,354.10","1,358.00","1,371.30","1,354.80","1,367.50","1,368.50","1,365.67","93,75,294","12,80,35,46,328.80","2,04,189","58,79,943","62.72"
"ICICIBANK","EQ","19-Dec-2025","1,356.80","1,354.00","1,360.40","1,350.80","1,354.30","1,354.10","1,354.21","1,43,18,512","19,39,02,42,360.80","2,24,715","1,13,21,180","79.07"
"ICICIBANK","EQ","18-Dec-2025","1,352.40","1,346.30","1,369.50","1,345.50","1,357.00","1,356.80","1,360.11","73,14,573","9,94,86,07,088.40","2,07,464","35,41,972","48.42"
"ICICIBANK","EQ","17-Dec-2025","1,366.00","1,365.00","1,365.00","1,343.10","1,353.50","1,352.40","1,350.59","94,40,391","12,75,00,64,577.50","1,99,498","57,14,275","60.53"
"ICICIBANK","EQ","16-Dec-2025","1,365.20","1,364.00","1,368.70","1,355.50","1,366.60","1,366.00","1,363.69","1,23,59,741","16,85,49,16,855.00","3,45,540","53,95,046","43.65"
"ICICIBANK","EQ","15-Dec-2025","1,366.00","1,356.10","1,370.00","1,356.10","1,365.00","1,365.20","1,364.54","53,42,530","7,29,01,05,034.90","2,67,792","35,70,527","66.83"
"ICICIBANK","EQ","12-Dec-2025","1,360.00","1,368.00","1,370.70","1,363.30","1,366.00","1,366.00","1,366.43","38,90,885","5,31,66,35,958.20","1,13,064","29,17,482","74.98"
"ICICIBANK","EQ","11-Dec-2025","1,363.60","1,363.70","1,366.60","1,352.80","1,361.00","1,360.00","1,360.40","67,34,750","9,16,19,34,313.70","1,66,103","45,75,945","67.95"
"ICICIBANK","EQ","10-Dec-2025","1,375.20","1,377.90","1,379.40","1,357.90","1,364.50","1,363.60","1,366.49","87,25,381","11,92,31,88,503.50","1,64,913","66,17,328","75.84"
"ICICIBANK","EQ","09-Dec-2025","1,389.60","1,379.90","1,384.30","1,373.40","1,375.00","1,375.20","1,377.40","1,04,92,030","14,45,16,76,568.30","1,75,866","65,08,576","62.03"
"ICICIBANK","EQ","08-Dec-2025","1,392.50","1,387.00","1,394.90","1,383.30","1,387.50","1,389.60","1,388.87","78,26,227","10,86,96,28,559.20","1,77,670","52,53,093","67.12"
"ICICIBANK","EQ","05-Dec-2025","1,386.70","1,381.00","1,395.30","1,381.00","1,392.50","1,392.50","1,390.49","49,42,638","6,87,27,04,506.90","1,30,513","30,22,563","61.15"
"ICICIBANK","EQ","04-Dec-2025","1,391.50","1,387.00","1,391.60","1,379.90","1,386.00","1,386.70","1,385.21","73,73,909","10,21,44,31,633.60","1,89,163","51,94,119","70.44"
"ICICIBANK","EQ","03-Dec-2025","1,373.00","1,367.00","1,394.20","1,367.00","1,392.00","1,391.50","1,383.00","79,55,933","11,00,30,40,759.70","1,82,044","53,49,782","67.24"
"ICICIBANK","EQ","02-Dec-2025","1,390.10","1,381.80","1,381.80","1,370.60","1,373.80","1,373.00","1,374.68","1,21,26,396","16,66,98,81,069.60","3,35,552","78,84,547","65.02"
"ICICIBANK","EQ","01-Dec-2025","1,388.80","1,394.00","1,400.00","1,385.40","1,390.20","1,390.10","1,393.22","88,67,593","12,35,44,67,146.10","2,25,630","61,05,611","68.85"
"ICICIBANK","EQ","28-Nov-2025","1,392.20","1,392.00","1,398.50","1,385.60","1,388.40","1,388.80","1,390.33","76,83,986","10,68,32,52,227.00","1,98,302","59,35,156","77.24"
"ICICIBANK","EQ","27-Nov-2025","1,375.00","1,379.00","1,394.00","1,375.70","1,393.90","1,392.20","1,388.89","1,51,58,741","21,05,37,99,768.40","2,32,290","1,06,06,393","69.97"
"ICICIBANK","EQ","26-Nov-2025","1,357.80","1,360.00","1,377.00","1,359.90","1,375.00","1,375.00","1,369.92","96,59,004","13,23,20,68,784.90","1,40,169","61,55,439","63.73"
"ICICIBANK","EQ","25-Nov-2025","1,368.40","1,365.00","1,376.90","1,354.30","1,356.90","1,357.80","1,362.23","1,22,35,000","16,66,69,09,341.50","2,17,159","68,15,799","55.71"
"ICICIBANK","EQ","24-Nov-2025","1,369.50","1,373.30","1,377.00","1,361.50","1,366.00","1,368.40","1,369.72","1,58,96,003","21,77,31,46,809.90","1,92,513","1,04,97,061","66.04"
"ICICIBANK","EQ","21-Nov-2025","1,383.00","1,373.00","1,376.00","1,364.60","1,369.00","1,369.50","1,369.27","1,14,83,595","15,72,41,08,014.60","1,71,633","82,58,055","71.91"
"ICICIBANK","EQ","20-Nov-2025","1,383.10","1,380.10","1,388.30","1,375.40","1,382.00","1,383.00","1,381.32","1,01,31,863","13,99,53,31,858.30","1,99,484","60,88,338","60.09"
"ICICIBANK","EQ","19-Nov-2025","1,373.40","1,373.50","1,384.00","1,371.60","1,383.10","1,383.10","1,379.61","1,03,93,918","14,33,95,82,068.90","1,52,320","82,55,745","79.43"
"ICICIBANK","EQ","18-Nov-2025","1,379.00","1,380.20","1,382.80","1,369.10","1,370.00","1,373.40","1,374.73","95,29,560","13,10,06,17,263.50","1,43,242","56,96,159","59.77"
"ICICIBANK","EQ","17-Nov-2025","1,373.00","1,375.10","1,382.50","1,373.60","1,379.10","1,379.00","1,378.91","76,60,717","10,56,34,73,675.80","1,09,085","58,84,501","76.81"
"ICICIBANK","EQ","14-Nov-2025","1,385.90","1,374.00","1,381.20","1,363.20","1,373.20","1,373.00","1,370.92","96,94,498","13,29,04,12,846.70","1,90,956","67,15,125","69.27"
"ICICIBANK","EQ","13-Nov-2025","1,358.90","1,358.90","1,390.40","1,358.50","1,385.40","1,385.90","1,383.47","1,82,96,626","25,31,28,23,046.70","2,39,327","1,38,63,137","75.77"
"ICICIBANK","EQ","12-Nov-2025","1,358.30","1,370.00","1,370.00","1,355.40","1,358.50","1,358.90","1,361.79","97,36,761","13,25,94,41,993.50","1,68,204","68,21,183","70.06"
"ICICIBANK","EQ","11-Nov-2025","1,348.00","1,349.00","1,360.40","1,346.20","1,359.00","1,358.30","1,354.89","83,05,184","11,25,26,12,832.30","2,08,140","53,15,504","64.00"
"ICICIBANK","EQ","10-Nov-2025","1,343.00","1,342.90","1,349.60","1,341.00","1,346.80","1,348.00","1,345.91","85,42,340","11,49,72,41,405.30","1,55,442","61,19,354","71.64"
"ICICIBANK","EQ","07-Nov-2025","1,320.40","1,320.40","1,344.30","1,318.60","1,342.60","1,343.00","1,337.70","77,19,245","10,32,60,29,497.00","1,49,776","50,17,225","65.00"
"ICICIBANK","EQ","06-Nov-2025","1,336.90","1,330.00","1,342.20","1,317.40","1,320.30","1,320.40","1,324.61","2,42,21,853","32,08,45,16,054.80","3,68,806","1,75,12,617","72.30"
"ICICIBANK","EQ","04-Nov-2025","1,346.40","1,342.60","1,349.80","1,333.20","1,336.90","1,336.90","1,337.49","1,52,11,183","20,34,48,38,007.00","2,76,007","96,47,498","63.42"
"ICICIBANK","EQ","03-Nov-2025","1,345.30","1,340.50","1,351.60","1,337.90","1,349.00","1,346.40","1,344.89","1,10,71,450","14,88,99,21,391.00","3,01,531","69,86,020","63.10"
"ICICIBANK","EQ","31-Oct-2025","1,362.40","1,357.00","1,362.00","1,343.30","1,345.50","1,345.30","1,349.30","1,59,26,798","21,48,99,88,727.80","3,09,384","1,18,77,794","74.58"
"ICICIBANK","EQ","30-Oct-2025","1,370.40","1,362.40","1,370.20","1,361.30","1,362.40","1,362.40","1,364.23","93,24,401","12,72,06,37,741.30","3,01,933","50,47,355","54.13"
"ICICIBANK","EQ","29-Oct-2025","1,363.10","1,364.60","1,371.70","1,358.40","1,371.60","1,370.40","1,365.15","1,61,29,382","22,01,90,31,340.90","3,53,776","1,12,70,741","69.88"
"ICICIBANK","EQ","28-Oct-2025","1,377.60","1,373.00","1,375.80","1,356.20","1,366.20","1,363.10","1,361.81","2,64,77,914","36,05,79,49,499.50","4,80,704","1,50,59,288","56.87"
"ICICIBANK","EQ","27-Oct-2025","1,377.70","1,382.10","1,386.80","1,374.00","1,379.60","1,377.60","1,379.13","1,14,99,836","15,85,97,16,513.70","2,96,317","89,34,314","77.69"
"ICICIBANK","EQ","24-Oct-2025","1,363.70","1,368.10","1,381.60","1,368.10","1,378.00","1,377.70","1,376.15","1,05,70,263","14,54,62,56,446.30","2,54,633","59,12,429","55.93"
"ICICIBANK","EQ","23-Oct-2025","1,382.00","1,385.00","1,389.80","1,360.10","1,364.30","1,363.70","1,375.57","2,11,24,942","29,05,87,72,536.50","4,01,439","1,34,99,084","63.90"
"ICICIBANK","EQ","21-Oct-2025","1,390.30","1,384.50","1,387.60","1,375.90","1,381.30","1,382.00","1,383.19","34,15,560","4,72,43,55,077.40","93,955","18,02,781","52.79"
"ICICIBANK","EQ","20-Oct-2025","1,436.60","1,442.00","1,445.00","1,389.20","1,393.00","1,390.30","1,401.64","2,33,30,227","32,70,04,79,176.40","6,70,783","1,49,44,729","64.06"
"ICICIBANK","EQ","17-Oct-2025","1,417.30","1,412.00","1,439.60","1,410.90","1,436.60","1,436.60","1,427.77","1,70,37,215","24,32,52,73,729.90","3,26,926","1,10,74,634","65.00"
"ICICIBANK","EQ","16-Oct-2025","1,398.40","1,401.00","1,418.90","1,399.40","1,417.40","1,417.30","1,412.88","1,21,85,032","17,21,59,99,886.50","2,33,599","80,88,526","66.38"
"ICICIBANK","EQ","15-Oct-2025","1,384.10","1,386.50","1,400.40","1,385.50","1,399.00","1,398.40","1,394.81","89,88,550","12,53,73,42,798.30","2,44,373","54,28,366","60.39"
"ICICIBANK","EQ","14-Oct-2025","1,379.40","1,389.00","1,389.00","1,375.10","1,384.80","1,384.10","1,381.47","1,06,10,855","14,65,86,07,710.70","1,26,104","44,24,316","41.70"
"ICICIBANK","EQ","13-Oct-2025","1,380.30","1,373.10","1,386.40","1,373.10","1,381.00","1,379.40","1,379.11","89,23,018","12,30,58,47,453.30","2,95,408","48,35,907","54.20"
"ICICIBANK","EQ","10-Oct-2025","1,376.20","1,370.30","1,385.00","1,370.30","1,380.40","1,380.30","1,380.18","76,73,816","10,59,12,67,726.70","1,36,734","44,62,862","58.16"
"ICICIBANK","EQ","09-Oct-2025","1,370.30","1,369.80","1,378.70","1,365.10","1,374.00","1,376.20","1,374.50","79,09,575","10,87,16,77,779.10","1,75,558","40,32,443","50.98"
"ICICIBANK","EQ","08-Oct-2025","1,375.90","1,372.30","1,381.60","1,364.30","1,367.80","1,370.30","1,372.13","81,00,832","11,11,53,59,090.30","1,76,755","50,31,422","62.11"
"ICICIBANK","EQ","07-Oct-2025","1,363.40","1,363.60","1,383.10","1,363.60","1,375.00","1,375.90","1,377.91","1,61,26,464","22,22,08,30,751.10","2,17,688","1,06,40,042","65.98"
"ICICIBANK","EQ","06-Oct-2025","1,365.20","1,371.00","1,372.60","1,359.10","1,363.90","1,363.40","1,364.15","1,43,14,283","19,52,68,28,804.40","2,00,684","90,35,178","63.12"
"ICICIBANK","EQ","03-Oct-2025","1,372.00","1,371.90","1,371.90","1,361.30","1,365.00","1,365.20","1,366.86","1,21,63,695","16,62,61,22,666.10","1,92,526","78,43,803","64.49"
"ICICIBANK","EQ","01-Oct-2025","1,348.00","1,348.00","1,379.40","1,347.10","1,372.00","1,372.00","1,368.92","2,09,52,632","28,68,25,59,363.90","4,90,279","1,44,34,125","68.89"
"ICICIBANK","EQ","30-Sep-2025","1,348.10","1,353.70","1,356.60","1,342.60","1,348.90","1,348.00","1,349.21","2,01,66,871","27,20,93,26,360.40","2,14,277","1,14,28,934","56.67"
"ICICIBANK","EQ","29-Sep-2025","1,359.60","1,359.60","1,366.50","1,346.20","1,350.00","1,348.10","1,352.69","2,05,63,163","27,81,56,85,218.20","2,77,001","1,46,72,392","71.35"
"ICICIBANK","EQ","26-Sep-2025","1,375.80","1,368.00","1,372.70","1,357.00","1,362.50","1,359.60","1,363.33","1,83,42,280","25,00,66,44,406.50","1,83,369","1,36,53,656","74.44"
"ICICIBANK","EQ","25-Sep-2025","1,382.70","1,377.00","1,391.50","1,371.80","1,373.70","1,375.80","1,378.32","2,16,13,389","29,79,00,90,966.10","1,96,991","1,39,57,730","64.58"
"ICICIBANK","EQ","24-Sep-2025","1,394.30","1,386.40","1,390.90","1,376.50","1,383.00","1,382.70","1,382.20","97,35,678","13,45,66,84,266.10","2,10,851","63,68,751","65.42"
"ICICIBANK","EQ","23-Sep-2025","1,401.50","1,391.00","1,403.30","1,391.00","1,396.10","1,394.30","1,396.75","1,28,27,524","17,91,68,01,862.90","1,97,247","65,10,966","50.76"
"ICICIBANK","EQ","22-Sep-2025","1,402.20","1,403.90","1,409.90","1,397.20","1,402.20","1,401.50","1,403.29","88,47,948","12,41,62,09,740.20","1,13,260","55,27,113","62.47"
"ICICIBANK","EQ","19-Sep-2025","1,421.70","1,416.10","1,418.00","1,400.20","1,402.50","1,402.20","1,404.18","1,34,57,344","18,89,65,59,650.80","1,72,737","97,80,490","72.68"
"ICICIBANK","EQ","18-Sep-2025","1,419.20","1,431.10","1,432.80","1,415.30","1,423.00","1,421.70","1,422.48","81,30,537","11,56,55,63,636.60","1,65,955","37,94,140","46.67"
"ICICIBANK","EQ","17-Sep-2025","1,421.60","1,420.10","1,426.10","1,416.40","1,417.20","1,419.20","1,420.85","74,84,283","10,63,40,07,393.70","1,31,200","47,34,134","63.25"
"ICICIBANK","EQ","16-Sep-2025","1,419.40","1,414.00","1,424.90","1,413.70","1,422.40","1,421.60","1,420.63","82,13,151","11,66,78,59,743.80","1,39,536","47,47,325","57.80"
"ICICIBANK","EQ","15-Sep-2025","1,417.70","1,422.00","1,426.80","1,416.30","1,418.00","1,419.40","1,421.99","58,45,637","8,31,24,11,904.60","1,30,816","34,03,396","58.22"
"ICICIBANK","EQ","12-Sep-2025","1,401.60","1,405.10","1,419.70","1,400.10","1,417.50","1,417.70","1,412.86","77,70,038","10,97,79,91,343.80","1,65,154","57,30,841","73.76"
"ICICIBANK","EQ","11-Sep-2025","1,403.90","1,398.00","1,408.00","1,396.00","1,401.60","1,401.60","1,403.25","1,01,92,026","14,30,19,23,215.80","1,81,447","42,47,846","41.68"
"ICICIBANK","EQ","10-Sep-2025","1,403.70","1,410.00","1,413.70","1,402.10","1,403.30","1,403.90","1,407.17","74,52,347","10,48,67,22,637.70","2,16,180","51,46,529","69.06"
"ICICIBANK","EQ","09-Sep-2025","1,402.70","1,399.00","1,407.50","1,395.20","1,402.40","1,403.70","1,401.81","64,70,679","9,07,06,76,168.90","1,29,854","28,29,800","43.73"
