Date,Expiry_Date,Stock_Price,Strike,Option_Type,T_Years,HV_Sigma,Option_Price,Delta,Gamma,Theta,Vega,Rho
2025-09-25,2025-10-30,2957.4,3100,Call,0.09589,0.210863,31.8648,0.276558,0.001733,-1.063029,3.064234,0.753721
2025-09-25,2025-10-30,2957.4,3100,Put,0.09589,0.210863,155.2031,-0.723442,0.001733,-0.514405,3.064234,-2.200398
2025-09-25,2025-10-30,2957.4,3300,Call,0.09589,0.210863,4.9143,0.0605,0.000621,-0.361752,1.098031,0.166857
2025-09-25,2025-10-30,2957.4,3300,Put,0.09589,0.210863,327.0099,-0.9395,0.000621,0.222267,1.098031,-2.977851
2025-09-26,2025-10-30,2899.1,2100,Call,0.093151,0.217836,811.7767,1.0,0.0,-0.37172,1.5e-05,1.944362
2025-09-26,2025-10-30,2899.1,2100,Put,0.093151,0.217836,0.0,-0.0,0.0,-5e-06,1.5e-05,-1e-06
2025-09-26,2025-10-30,2899.1,2300,Call,0.093151,0.217836,612.9915,0.999845,3e-06,-0.408731,0.005295,2.129113
2025-09-26,2025-10-30,2899.1,2300,Put,0.093151,0.217836,0.0075,-0.000155,3e-06,-0.001615,0.005295,-0.000427
2025-09-26,2025-10-30,2899.1,2500,Call,0.093151,0.217836,414.8093,0.990664,0.00013,-0.508728,0.222074,2.28893
2025-09-26,2025-10-30,2899.1,2500,Put,0.093151,0.217836,0.618,-0.009336,0.00013,-0.06621,0.222074,-0.025787
2025-09-26,2025-10-30,2899.1,2700,Call,0.093151,0.217836,226.6536,0.883851,0.001014,-0.970032,1.72964,2.175745
2025-09-26,2025-10-30,2899.1,2700,Put,0.093151,0.217836,11.255,-0.116149,0.001014,-0.492113,1.72964,-0.32415
2025-09-26,2025-10-30,2899.1,2900,Call,0.093151,0.217836,85.2491,0.547618,0.002055,-1.390277,3.504763,1.399453
2025-09-26,2025-10-30,2899.1,2900,Put,0.093151,0.217836,68.6432,-0.452382,0.002055,-0.876956,3.504763,-1.285619
2025-09-26,2025-10-30,2899.1,3100,Call,0.093151,0.217836,19.3465,0.188493,0.001401,-0.859293,2.389366,0.491013
2025-09-26,2025-10-30,2899.1,3100,Put,0.093151,0.217836,201.5333,-0.811507,0.001401,-0.31057,2.389366,-2.379237
2025-09-26,2025-10-30,2899.1,3300,Call,0.093151,0.217836,2.5308,0.034089,0.000392,-0.231475,0.669048,0.089701
2025-09-26,2025-10-30,2899.1,3300,Put,0.093151,0.217836,383.5102,-0.965911,0.000392,0.352649,0.669048,-2.965726
2025-09-29,2025-10-30,2896.1,2100,Call,0.084932,0.217635,807.6613,1.0,0.0,-0.371915,5e-06,1.773753
2025-09-29,2025-10-30,2896.1,2100,Put,0.084932,0.217635,0.0,-0.0,0.0,-2e-06,5e-06,-0.0
2025-09-29,2025-10-30,2896.1,2300,Call,0.084932,0.217635,608.7662,0.999912,2e-06,-0.408324,0.002951,1.942463
2025-09-29,2025-10-30,2896.1,2300,Put,0.084932,0.217635,0.0039,-8.8e-05,2e-06,-0.00099,0.002951,-0.000219
2025-09-29,2025-10-30,2896.1,2500,Call,0.084932,0.217635,410.3181,0.992607,0.000111,-0.499441,0.172582,2.093041
2025-09-29,2025-10-30,2896.1,2500,Put,0.084932,0.217635,0.4547,-0.007393,0.000111,-0.056687,0.172582,-0.01857
2025-09-29,2025-10-30,2896.1,2700,Call,0.084932,0.217635,221.038,0.88956,0.001027,-0.978107,1.591593,2.000333
2025-09-29,2025-10-30,2896.1,2700,Put,0.084932,0.217635,10.0735,-0.11044,0.001027,-0.499933,1.591593,-0.280206
2025-09-29,2025-10-30,2896.1,2900,Call,0.084932,0.217635,79.3067,0.538849,0.002162,-1.440114,3.351147,1.25806
2025-09-29,2025-10-30,2896.1,2900,Put,0.084932,0.217635,67.2411,-0.461151,0.002162,-0.926518,3.351147,-1.191408
2025-09-29,2025-10-30,2896.1,3100,Call,0.084932,0.217635,16.2205,0.170054,0.001378,-0.834683,2.136237,0.404507
2025-09-29,2025-10-30,2896.1,3100,Put,0.084932,0.217635,203.0538,-0.829946,0.001378,-0.285667,2.136237,-2.21389
2025-09-29,2025-10-30,2896.1,3300,Call,0.084932,0.217635,1.7912,0.026209,0.000331,-0.193338,0.513184,0.062946
2025-09-29,2025-10-30,2896.1,3300,Put,0.084932,0.217635,387.5235,-0.973791,0.000331,0.391098,0.513184,-2.72438
2025-09-30,2025-10-30,2888.4,2100,Call,0.082192,0.21756,799.5893,1.0,0.0,-0.371981,4e-06,1.716835
2025-09-30,2025-10-30,2888.4,2100,Put,0.082192,0.21756,0.0,-0.0,0.0,-1e-06,4e-06,-0.0
2025-09-30,2025-10-30,2888.4,2300,Call,0.082192,0.21756,600.6585,0.999918,2e-06,-0.40835,0.002719,1.880146
2025-09-30,2025-10-30,2888.4,2300,Put,0.082192,0.21756,0.0035,-8.2e-05,2e-06,-0.000943,0.002719,-0.000197
2025-09-30,2025-10-30,2888.4,2500,Call,0.082192,0.21756,402.1738,0.992495,0.000115,-0.501109,0.171585,2.025662
2025-09-30,2025-10-30,2888.4,2500,Put,0.082192,0.21756,0.4533,-0.007505,0.000115,-0.058276,0.171585,-0.018189
2025-09-30,2025-10-30,2888.4,2700,Call,0.082192,0.21756,213.2056,0.884592,0.00108,-1.001326,1.611376,1.924813
2025-09-30,2025-10-30,2888.4,2700,Put,0.082192,0.21756,10.4194,-0.115408,0.00108,-0.523066,1.611376,-0.282547
2025-09-30,2025-10-30,2888.4,2900,Call,0.082192,0.21756,73.7551,0.520967,0.002211,-1.451051,3.298996,1.176173
2025-09-30,2025-10-30,2888.4,2900,Put,0.082192,0.21756,69.9033,-0.479033,0.002211,-0.937364,3.298996,-1.194695
2025-09-30,2025-10-30,2888.4,3100,Call,0.082192,0.21756,14.1418,0.154658,0.001321,-0.791475,1.970333,0.355539
2025-09-30,2025-10-30,2888.4,3100,Put,0.082192,0.21756,209.2243,-0.845342,0.001321,-0.242362,1.970333,-2.178836
2025-09-30,2025-10-30,2888.4,3300,Call,0.082192,0.21756,1.4234,0.021742,0.000288,-0.166963,0.430317,0.050447
2025-09-30,2025-10-30,2888.4,3300,Put,0.082192,0.21756,395.4402,-0.978258,0.000288,0.417577,0.430317,-2.647437
2025-10-01,2025-10-30,2914.2,2100,Call,0.079452,0.219432,825.0172,1.0,0.0,-0.372047,1e-06,1.659897
2025-10-01,2025-10-30,2914.2,2100,Put,0.079452,0.219432,0.0,-0.0,0.0,-1e-06,1e-06,-0.0
2025-10-01,2025-10-30,2914.2,2300,Call,0.079452,0.219432,626.0491,0.999959,1e-06,-0.407983,0.001389,1.817888
2025-10-01,2025-10-30,2914.2,2300,Put,0.079452,0.219432,0.0017,-4.1e-05,1e-06,-0.000504,0.001389,-9.5e-05
2025-10-01,2025-10-30,2914.2,2500,Call,0.079452,0.219432,427.3524,0.995243,7.7e-05,-0.48338,0.11362,1.964836
2025-10-01,2025-10-30,2914.2,2500,Put,0.079452,0.219432,0.2748,-0.004757,7.7e-05,-0.040468,0.11362,-0.011233
2025-10-01,2025-10-30,2914.2,2700,Call,0.079452,0.219432,235.6905,0.911287,0.000891,-0.930245,1.319715,1.922724
2025-10-01,2025-10-30,2914.2,2700,Put,0.079452,0.219432,7.5827,-0.088713,0.000891,-0.451899,1.319715,-0.21143
2025-10-01,2025-10-30,2914.2,2900,Call,0.079452,0.219432,87.0486,0.576675,0.002172,-1.500609,3.216327,1.266066
2025-10-01,2025-10-30,2914.2,2900,Put,0.079452,0.219432,57.9105,-0.423325,0.002172,-0.986831,3.216327,-1.026173
2025-10-01,2025-10-30,2914.2,3100,Call,0.079452,0.219432,18.0849,0.188118,0.001496,-0.932584,2.21546,0.421199
2025-10-01,2025-10-30,2914.2,3100,Put,0.079452,0.219432,187.9166,-0.811882,0.001496,-0.383372,2.21546,-2.029126
2025-10-01,2025-10-30,2914.2,3300,Call,0.079452,0.219432,1.9724,0.029002,0.000367,-0.220302,0.543446,0.065585
2025-10-01,2025-10-30,2914.2,3300,Put,0.079452,0.219432,370.7739,-0.970998,0.000367,0.364342,0.543446,-2.542826
2025-10-03,2025-10-30,2901.9,2100,Call,0.073973,0.202371,811.9731,1.0,0.0,-0.372179,0.0,1.545982
2025-10-03,2025-10-30,2901.9,2100,Put,0.073973,0.202371,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-03,2025-10-30,2901.9,2300,Call,0.073973,0.202371,612.9327,0.999993,0.0,-0.407717,0.000258,1.693202
2025-10-03,2025-10-30,2901.9,2300,Put,0.073973,0.202371,0.0002,-7e-06,0.0,-9.3e-05,0.000258,-1.6e-05
2025-10-03,2025-10-30,2901.9,2500,Call,0.073973,0.202371,414.0059,0.997624,4.6e-05,-0.463748,0.058508,1.835269
2025-10-03,2025-10-30,2901.9,2500,Put,0.073973,0.202371,0.1141,-0.002376,4.6e-05,-0.020678,0.058508,-0.005186
2025-10-03,2025-10-30,2901.9,2700,Call,0.073973,0.202371,220.5158,0.922931,0.000905,-0.865138,1.140623,1.818063
2025-10-03,2025-10-30,2901.9,2700,Put,0.073973,0.202371,5.6647,-0.077069,0.000905,-0.386623,1.140623,-0.169628
2025-10-03,2025-10-30,2901.9,2900,Call,0.073973,0.202371,71.7565,0.550442,0.002478,-1.44223,3.123482,1.12851
2025-10-03,2025-10-30,2901.9,2900,Put,0.073973,0.202371,55.9461,-0.449558,0.002478,-0.928269,3.123482,-1.006417
2025-10-03,2025-10-30,2901.9,3100,Call,0.073973,0.202371,11.0235,0.138984,0.001387,-0.724949,1.748027,0.290193
2025-10-03,2025-10-30,2901.9,3100,Put,0.073973,0.202371,194.2537,-0.861016,0.001387,-0.175543,1.748027,-1.991971
2025-10-03,2025-10-30,2901.9,3300,Call,0.073973,0.202371,0.7228,0.013183,0.000212,-0.1069,0.267414,0.027764
2025-10-03,2025-10-30,2901.9,3300,Put,0.073973,0.202371,382.9937,-0.986817,0.000212,0.477953,0.267414,-2.401636
2025-10-06,2025-10-30,2988.4,2100,Call,0.065753,0.222414,897.3561,1.0,0.0,-0.372378,0.0,1.374924
2025-10-06,2025-10-30,2988.4,2100,Put,0.065753,0.222414,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-06,2025-10-30,2988.4,2300,Call,0.065753,0.222414,698.2091,0.999999,0.0,-0.407865,5e-05,1.505867
2025-10-06,2025-10-30,2988.4,2300,Put,0.065753,0.222414,0.0,-1e-06,0.0,-2.3e-05,5e-05,-3e-06
2025-10-06,2025-10-30,2988.4,2500,Call,0.065753,0.222414,499.0905,0.999386,1.3e-05,-0.450604,0.016464,1.635589
2025-10-06,2025-10-30,2988.4,2500,Put,0.065753,0.222414,0.0284,-0.000614,1.3e-05,-0.007297,0.016464,-0.001225
2025-10-06,2025-10-30,2988.4,2700,Call,0.065753,0.222414,301.9245,0.970144,0.000398,-0.703164,0.51933,1.707772
2025-10-06,2025-10-30,2988.4,2700,Put,0.065753,0.222414,2.0094,-0.029856,0.000398,-0.224393,0.51933,-0.059988
2025-10-06,2025-10-30,2988.4,2900,Call,0.065753,0.222414,128.9548,0.735637,0.001919,-1.530131,2.50688,1.360709
2025-10-06,2025-10-30,2988.4,2900,Put,0.065753,0.222414,28.1868,-0.264363,0.001919,-1.015895,2.50688,-0.537996
2025-10-06,2025-10-30,2988.4,3100,Call,0.065753,0.222414,30.7641,0.294802,0.002024,-1.376165,2.64317,0.559047
2025-10-06,2025-10-30,2988.4,3100,Put,0.065753,0.222414,129.1432,-0.705198,0.002024,-0.826465,2.64317,-1.470602
2025-10-06,2025-10-30,2988.4,3300,Call,0.065753,0.222414,3.5638,0.050958,0.000614,-0.398272,0.802363,0.097787
2025-10-06,2025-10-30,2988.4,3300,Put,0.065753,0.222414,301.0899,-0.949042,0.000614,0.186893,0.802363,-2.062808
2025-10-07,2025-10-30,2973.7,2100,Call,0.063014,0.218468,882.2838,1.0,0.0,-0.372444,0.0,1.317885
2025-10-07,2025-10-30,2973.7,2100,Put,0.063014,0.218468,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-07,2025-10-30,2973.7,2300,Call,0.063014,0.218468,683.1014,0.999999,0.0,-0.407929,3.2e-05,1.443396
2025-10-07,2025-10-30,2973.7,2300,Put,0.063014,0.218468,0.0,-1e-06,0.0,-1.5e-05,3.2e-05,-2e-06
2025-10-07,2025-10-30,2973.7,2500,Call,0.063014,0.218468,483.9428,0.999455,1.2e-05,-0.449919,0.014373,1.567874
2025-10-07,2025-10-30,2973.7,2500,Put,0.063014,0.218468,0.0239,-0.000545,1.2e-05,-0.006533,0.014373,-0.001037
2025-10-07,2025-10-30,2973.7,2700,Call,0.063014,0.218468,286.7602,0.968751,0.000432,-0.711462,0.525373,1.634592
2025-10-07,2025-10-30,2973.7,2700,Put,0.063014,0.218468,2.0239,-0.031249,0.000432,-0.232606,0.525373,-0.059832
2025-10-07,2025-10-30,2973.7,2900,Call,0.063014,0.218468,115.765,0.712166,0.002092,-1.565793,2.546218,1.261542
2025-10-07,2025-10-30,2973.7,2900,Put,0.063014,0.218468,30.2111,-0.287834,0.002092,-1.051465,2.546218,-0.558394
2025-10-07,2025-10-30,2973.7,3100,Call,0.063014,0.218468,24.3959,0.255797,0.001972,-1.271381,2.400919,0.463951
2025-10-07,2025-10-30,2973.7,3100,Put,0.063014,0.218468,138.0245,-0.744203,0.001972,-0.721583,2.400919,-1.481498
2025-10-07,2025-10-30,2973.7,3300,Call,0.063014,0.218468,2.3039,0.036217,0.000487,-0.300491,0.593189,0.066413
2025-10-07,2025-10-30,2973.7,3300,Put,0.063014,0.218468,315.1151,-0.963783,0.000487,0.284778,0.593189,-2.004549
2025-10-08,2025-10-30,3027.2,2100,Call,0.060274,0.208277,935.4113,1.0,0.0,-0.37251,0.0,1.260805
2025-10-08,2025-10-30,3027.2,2100,Put,0.060274,0.208277,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-08,2025-10-30,3027.2,2300,Call,0.060274,0.208277,736.1933,1.0,0.0,-0.407988,1e-06,1.380881
2025-10-08,2025-10-30,3027.2,2300,Put,0.060274,0.208277,0.0,-0.0,0.0,-0.0,1e-06,-0.0
2025-10-08,2025-10-30,3027.2,2500,Call,0.060274,0.208277,536.9776,0.99994,2e-06,-0.444299,0.001832,1.500846
2025-10-08,2025-10-30,3027.2,2500,Put,0.060274,0.208277,0.0022,-6e-05,2e-06,-0.000834,0.001832,-0.000112
2025-10-08,2025-10-30,3027.2,2700,Call,0.060274,0.208277,338.2705,0.990337,0.000167,-0.564635,0.192231,1.603095
2025-10-08,2025-10-30,3027.2,2700,Put,0.060274,0.208277,0.5131,-0.009663,0.000167,-0.085693,0.192231,-0.01794
2025-10-08,2025-10-30,3027.2,2900,Call,0.060274,0.208277,153.2787,0.826827,0.001654,-1.31926,1.903051,1.416253
2025-10-08,2025-10-30,3027.2,2900,Put,0.060274,0.208277,14.7392,-0.173173,0.001654,-0.804841,1.903051,-0.324858
2025-10-08,2025-10-30,3027.2,3100,Call,0.060274,0.208277,36.6638,0.358468,0.002413,-1.500916,2.77634,0.631967
2025-10-08,2025-10-30,3027.2,3100,Put,0.060274,0.208277,97.3424,-0.641532,0.002413,-0.95102,2.77634,-1.229221
2025-10-08,2025-10-30,3027.2,3300,Call,0.060274,0.208277,3.6535,0.056455,0.000734,-0.429281,0.843967,0.100807
2025-10-08,2025-10-30,3027.2,3300,Put,0.060274,0.208277,263.55,-0.943545,0.000734,0.156092,0.843967,-1.880457
2025-10-09,2025-10-30,3061.7,2100,Call,0.057534,0.210655,969.5387,1.0,0.0,-0.372577,0.0,1.203704
2025-10-09,2025-10-30,3061.7,2100,Put,0.057534,0.210655,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-09,2025-10-30,3061.7,2300,Call,0.057534,0.210655,770.2853,1.0,0.0,-0.40806,0.0,1.318343
2025-10-09,2025-10-30,3061.7,2300,Put,0.057534,0.210655,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-09,2025-10-30,3061.7,2500,Call,0.057534,0.210655,571.0325,0.99998,1e-06,-0.443848,0.000628,1.432946
2025-10-09,2025-10-30,3061.7,2500,Put,0.057534,0.210655,0.0007,-2e-05,1e-06,-0.000304,0.000628,-3.5e-05
2025-10-09,2025-10-30,3061.7,2700,Call,0.057534,0.210655,372.0177,0.995164,9.1e-05,-0.528047,0.103076,1.538964
2025-10-09,2025-10-30,3061.7,2700,Put,0.057534,0.210655,0.2393,-0.004836,9.1e-05,-0.04902,0.103076,-0.008656
2025-10-09,2025-10-30,3061.7,2900,Call,0.057534,0.210655,181.8962,0.879627,0.001296,-1.185656,1.472291,1.444826
2025-10-09,2025-10-30,3061.7,2900,Put,0.057534,0.210655,9.3713,-0.120373,0.001296,-0.671145,1.472291,-0.217432
2025-10-09,2025-10-30,3061.7,3100,Call,0.057534,0.210655,49.5305,0.441661,0.002551,-1.685715,2.898398,0.749497
2025-10-09,2025-10-30,3061.7,3100,Put,0.057534,0.210655,76.259,-0.558339,0.002551,-1.135721,2.898398,-1.0274
2025-10-09,2025-10-30,3061.7,3300,Call,0.057534,0.210655,5.7569,0.083165,0.00099,-0.608174,1.124198,0.143184
2025-10-09,2025-10-30,3061.7,3300,Put,0.057534,0.210655,231.7389,-0.916835,0.00099,-0.022697,1.124198,-1.748351
2025-10-10,2025-10-30,3028.3,2100,Call,0.054795,0.204988,935.7662,1.0,0.0,-0.372643,0.0,1.146604
2025-10-10,2025-10-30,3028.3,2100,Put,0.054795,0.204988,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-10,2025-10-30,3028.3,2300,Call,0.054795,0.204988,736.4773,1.0,0.0,-0.408133,0.0,1.255804
2025-10-10,2025-10-30,3028.3,2300,Put,0.054795,0.204988,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-10,2025-10-30,3028.3,2500,Call,0.054795,0.204988,537.189,0.999979,1e-06,-0.443944,0.00065,1.364969
2025-10-10,2025-10-30,3028.3,2500,Put,0.054795,0.204988,0.0007,-2.1e-05,1e-06,-0.000321,0.00065,-3.6e-05
2025-10-10,2025-10-30,3028.3,2700,Call,0.054795,0.204988,338.2045,0.993606,0.000124,-0.540956,0.127514,1.463428
2025-10-10,2025-10-30,3028.3,2700,Put,0.054795,0.204988,0.3051,-0.006394,0.000124,-0.061844,0.127514,-0.010777
2025-10-10,2025-10-30,3028.3,2900,Call,0.054795,0.204988,150.9755,0.841442,0.001665,-1.305555,1.714579,1.313526
2025-10-10,2025-10-30,3028.3,2900,Put,0.054795,0.204988,12.365,-0.158558,0.001665,-0.790952,1.714579,-0.26988
2025-10-10,2025-10-30,3028.3,3100,Call,0.054795,0.204988,33.1392,0.348469,0.002545,-1.525432,2.621461,0.560076
2025-10-10,2025-10-30,3028.3,3100,Put,0.054795,0.204988,93.8177,-0.651531,0.002545,-0.97534,2.621461,-1.132529
2025-10-10,2025-10-30,3028.3,3300,Call,0.054795,0.204988,2.6599,0.045286,0.000656,-0.370042,0.675351,0.073688
2025-10-10,2025-10-30,3028.3,3300,Put,0.054795,0.204988,262.6273,-0.954714,0.000656,0.215539,0.675351,-1.728118
2025-10-13,2025-10-30,3007.2,2100,Call,0.046575,0.205716,913.5479,1.0,0.0,-0.372842,0.0,0.975118
2025-10-13,2025-10-30,3007.2,2100,Put,0.046575,0.205716,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-13,2025-10-30,3007.2,2300,Call,0.046575,0.205716,714.1524,1.0,0.0,-0.408351,0.0,1.067987
2025-10-13,2025-10-30,3007.2,2300,Put,0.046575,0.205716,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-13,2025-10-30,3007.2,2500,Call,0.046575,0.205716,514.7573,0.999989,0.0,-0.44404,0.000308,1.16084
2025-10-13,2025-10-30,3007.2,2500,Put,0.046575,0.205716,0.0003,-1.1e-05,0.0,-0.000181,0.000308,-1.5e-05
2025-10-13,2025-10-30,3007.2,2700,Call,0.046575,0.205716,315.6183,0.994092,0.000126,-0.542019,0.10885,1.245329
2025-10-13,2025-10-30,3007.2,2700,Put,0.046575,0.205716,0.2567,-0.005908,0.000126,-0.06265,0.10885,-0.008395
2025-10-13,2025-10-30,3007.2,2900,Call,0.046575,0.205716,129.457,0.81806,0.001979,-1.452359,1.714429,1.085483
2025-10-13,2025-10-30,3007.2,2900,Put,0.046575,0.205716,13.4909,-0.18194,0.001979,-0.937482,1.714429,-0.261109
2025-10-13,2025-10-30,3007.2,3100,Call,0.046575,0.205716,22.2241,0.276192,0.002505,-1.45698,2.17011,0.376484
2025-10-13,2025-10-30,3007.2,3100,Put,0.046575,0.205716,105.6534,-0.723808,0.002505,-0.906594,2.17011,-1.062976
2025-10-13,2025-10-30,3007.2,3300,Call,0.046575,0.205716,1.1095,0.022619,0.000402,-0.222894,0.348695,0.031164
2025-10-13,2025-10-30,3007.2,3300,Put,0.046575,0.205716,283.9342,-0.977381,0.000402,0.363001,0.348695,-1.501165
2025-10-14,2025-10-30,2960.3,2100,Call,0.043836,0.207889,866.2751,1.0,0.0,-0.372909,0.0,0.917937
2025-10-14,2025-10-30,2960.3,2100,Put,0.043836,0.207889,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-14,2025-10-30,2960.3,2300,Call,0.043836,0.207889,666.8442,1.0,0.0,-0.408424,0.0,1.005359
2025-10-14,2025-10-30,2960.3,2300,Put,0.043836,0.207889,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-14,2025-10-30,2960.3,2500,Call,0.043836,0.207889,467.4143,0.999964,1e-06,-0.444527,0.000935,1.092735
2025-10-14,2025-10-30,2960.3,2500,Put,0.043836,0.207889,0.0011,-3.6e-05,1e-06,-0.000588,0.000935,-4.7e-05
2025-10-14,2025-10-30,2960.3,2700,Call,0.043836,0.207889,268.6176,0.986161,0.000274,-0.614316,0.218998,1.161967
2025-10-14,2025-10-30,2960.3,2700,Put,0.043836,0.207889,0.6354,-0.013839,0.000274,-0.134862,0.218998,-0.018238
2025-10-14,2025-10-30,2960.3,2900,Call,0.043836,0.207889,92.2659,0.712276,0.002647,-1.732252,2.113745,0.883859
2025-10-14,2025-10-30,2960.3,2900,Put,0.043836,0.207889,23.7146,-0.287724,0.002647,-1.217283,2.113745,-0.383768
2025-10-14,2025-10-30,2960.3,3100,Call,0.043836,0.207889,11.0953,0.16548,0.00193,-1.086656,1.541444,0.209876
2025-10-14,2025-10-30,2960.3,3100,Put,0.043836,0.207889,141.9749,-0.83452,0.00193,-0.536172,1.541444,-1.145173
2025-10-14,2025-10-30,2960.3,3300,Call,0.043836,0.207889,0.3371,0.008007,0.00017,-0.092492,0.135967,0.010243
2025-10-14,2025-10-30,2960.3,3300,Put,0.043836,0.207889,330.6476,-0.991993,0.00017,0.493507,0.135967,-1.432229
2025-10-15,2025-10-30,2969.8,2100,Call,0.041096,0.208329,875.4021,1.0,0.0,-0.372975,0.0,0.860714
2025-10-15,2025-10-30,2969.8,2100,Put,0.041096,0.208329,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-15,2025-10-30,2969.8,2300,Call,0.041096,0.208329,675.9357,1.0,0.0,-0.408496,0.0,0.942686
2025-10-15,2025-10-30,2969.8,2300,Put,0.041096,0.208329,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-15,2025-10-30,2969.8,2500,Call,0.041096,0.208329,476.4696,0.999984,1e-06,-0.444298,0.000416,1.02464
2025-10-15,2025-10-30,2969.8,2500,Put,0.041096,0.208329,0.0004,-1.6e-05,1e-06,-0.000281,0.000416,-1.9e-05
2025-10-15,2025-10-30,2969.8,2700,Call,0.041096,0.208329,277.4169,0.990347,0.000206,-0.582404,0.155587,1.09468
2025-10-15,2025-10-30,2969.8,2700,Put,0.041096,0.208329,0.4142,-0.009653,0.000206,-0.102865,0.155587,-0.011952
2025-10-15,2025-10-30,2969.8,2900,Call,0.041096,0.208329,97.5289,0.741355,0.002579,-1.727141,1.947549,0.864721
2025-10-15,2025-10-30,2969.8,2900,Put,0.041096,0.208329,19.9926,-0.258645,0.002579,-1.21208,1.947549,-0.323884
2025-10-15,2025-10-30,2969.8,3100,Call,0.041096,0.208329,11.6553,0.175769,0.002061,-1.171573,1.556234,0.20973
2025-10-15,2025-10-30,2969.8,3100,Put,0.041096,0.208329,133.5855,-0.824231,0.002061,-0.620991,1.556234,-1.060847
2025-10-15,2025-10-30,2969.8,3300,Call,0.041096,0.208329,0.3249,0.007933,0.000173,-0.095101,0.13099,0.009548
2025-10-15,2025-10-30,2969.8,3300,Put,0.041096,0.208329,321.7215,-0.992067,0.000173,0.491003,0.13099,-1.343002
2025-10-16,2025-10-30,2970.7,2100,Call,0.038356,0.208186,875.9291,1.0,0.0,-0.373041,0.0,0.80347
2025-10-16,2025-10-30,2970.7,2100,Put,0.038356,0.208186,0.0,0.0,0.0,-0.0,0.0,-0.0
2025-10-16,2025-10-30,2970.7,2300,Call,0.038356,0.208186,676.4271,1.0,0.0,-0.408569,0.0,0.879991
2025-10-16,2025-10-30,2970.7,2300,Put,0.038356,0.208186,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-16,2025-10-30,2970.7,2500,Call,0.038356,0.208186,476.9253,0.999992,0.0,-0.444251,0.000212,0.956503
2025-10-16,2025-10-30,2970.7,2500,Put,0.038356,0.208186,0.0002,-8e-06,0.0,-0.000154,0.000212,-9e-06
2025-10-16,2025-10-30,2970.7,2700,Call,0.038356,0.208186,277.7325,0.992344,0.000174,-0.566744,0.122692,1.024191
2025-10-16,2025-10-30,2970.7,2700,Put,0.038356,0.208186,0.3094,-0.007656,0.000174,-0.087119,0.122692,-0.008842
2025-10-16,2025-10-30,2970.7,2900,Call,0.038356,0.208186,96.431,0.749302,0.002627,-1.755918,1.851567,0.816799
2025-10-16,2025-10-30,2970.7,2900,Put,0.038356,0.208186,18.5099,-0.250698,0.002627,-1.240766,1.851567,-0.292756
2025-10-16,2025-10-30,2970.7,3100,Call,0.038356,0.208186,10.6164,0.167675,0.002071,-1.171843,1.459301,0.186984
2025-10-16,2025-10-30,2970.7,3100,Put,0.038356,0.208186,132.1973,-0.832325,0.002071,-0.621163,1.459301,-0.999092
2025-10-16,2025-10-30,2970.7,3300,Call,0.038356,0.208186,0.2422,0.006266,0.000146,-0.079709,0.102803,0.007047
2025-10-16,2025-10-30,2970.7,3300,Put,0.038356,0.208186,321.3251,-0.993734,0.000146,0.506499,0.102803,-1.255549
2025-10-17,2025-10-30,2962.2,2100,Call,0.035616,0.208222,867.056,1.0,0.0,-0.373108,0.0,0.746207
2025-10-17,2025-10-30,2962.2,2100,Put,0.035616,0.208222,0.0,0.0,0.0,-0.0,0.0,-0.0
2025-10-17,2025-10-30,2962.2,2300,Call,0.035616,0.208222,667.5184,1.0,0.0,-0.408642,0.0,0.817274
2025-10-17,2025-10-30,2962.2,2300,Put,0.035616,0.208222,0.0,-0.0,0.0,-0.0,0.0,-0.0
2025-10-17,2025-10-30,2962.2,2500,Call,0.035616,0.208222,467.981,0.999994,0.0,-0.444287,0.000142,0.888335
2025-10-17,2025-10-30,2962.2,2500,Put,0.035616,0.208222,0.0001,-6e-06,0.0,-0.000111,0.000142,-6e-06
2025-10-17,2025-10-30,2962.2,2700,Call,0.035616,0.208222,268.7298,0.992597,0.000176,-0.567417,0.114455,0.951496
2025-10-17,2025-10-30,2962.2,2700,Put,0.035616,0.208222,0.2864,-0.007403,0.000176,-0.087707,0.114455,-0.007913
2025-10-17,2025-10-30,2962.2,2900,Call,0.035616,0.208222,88.3411,0.731911,0.00283,-1.845424,1.841839,0.740715
2025-10-17,2025-10-30,2962.2,2900,Put,0.035616,0.208222,19.4353,-0.268089,0.00283,-1.33018,1.841839,-0.289761
