underlying_symbol,spot_price,strike_price,expiry_date_str,option_type,ltp,bid,ask,volume,open_interest,iv,delta,gamma,theta,vega,collected_at,expiry_date,evaluation_date,time_to_maturity,risk_free_rate,dividend_yield,mid_price
ICICIBANK,1387,1130.0,28-07-2026,PUT,0.0,0.4,2.6,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.5
ICICIBANK,1387,1140.0,28-07-2026,CALL,0.0,246.15,264.3,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,255.22500000000002
ICICIBANK,1387,1140.0,28-07-2026,PUT,3.7,0.4,2.5,0,1,0.2908,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.45
ICICIBANK,1387,1150.0,28-07-2026,CALL,0.0,236.4,254.45,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,245.425
ICICIBANK,1387,1150.0,28-07-2026,PUT,1.05,0.65,1.1,79,62,0.3268,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,0.875
ICICIBANK,1387,1160.0,28-07-2026,CALL,0.0,226.5,244.6,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,235.55
ICICIBANK,1387,1160.0,28-07-2026,PUT,1.1,0.75,2.85,1,49,0.31670000000000004,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.8
ICICIBANK,1387,1170.0,28-07-2026,CALL,0.0,216.75,234.8,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,225.775
ICICIBANK,1387,1170.0,28-07-2026,PUT,0.0,0.45,2.8,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.625
ICICIBANK,1387,1180.0,28-07-2026,CALL,0.0,206.95,224.95,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,215.95
ICICIBANK,1387,1180.0,28-07-2026,PUT,1.35,0.5,2.0,20,128,0.30210000000000004,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.25
ICICIBANK,1387,1190.0,28-07-2026,CALL,0.0,197.2,215.2,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,206.2
ICICIBANK,1387,1190.0,28-07-2026,PUT,4.8,0.55,2.8,0,43,0.2793,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.6749999999999998
ICICIBANK,1387,1200.0,28-07-2026,CALL,195.5,192.0,201.85,66,102,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,196.925
ICICIBANK,1387,1200.0,28-07-2026,PUT,1.35,1.3,1.4,172,392,0.27690000000000003,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.35
ICICIBANK,1387,1210.0,28-07-2026,CALL,0.0,177.55,195.7,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,186.625
ICICIBANK,1387,1210.0,28-07-2026,PUT,8.4,0.8,3.35,0,1,0.22260000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,2.075
ICICIBANK,1387,1220.0,28-07-2026,CALL,69.7,167.85,185.9,0,1,0.2109,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,176.875
ICICIBANK,1387,1220.0,28-07-2026,PUT,1.9,0.75,2.3,45,123,0.2683,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.525
ICICIBANK,1387,1230.0,28-07-2026,CALL,57.3,158.2,176.35,0,2,0.17620000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,167.27499999999998
ICICIBANK,1387,1230.0,28-07-2026,PUT,1.9,1.65,1.85,4,10,0.2552,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.75
ICICIBANK,1387,1240.0,28-07-2026,CALL,117.75,149.0,167.1,0,75,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,158.05
ICICIBANK,1387,1240.0,28-07-2026,PUT,2.25,2.1,2.45,40,35,0.2506,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,2.2750000000000004
ICICIBANK,1387,1250.0,28-07-2026,CALL,147.5,143.5,153.55,28,39,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,148.525
ICICIBANK,1387,1250.0,28-07-2026,PUT,2.55,2.4,2.6,109,150,0.2437,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,2.5
ICICIBANK,1387,1260.0,28-07-2026,CALL,136.5,139.05,141.75,1,49,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,140.4
ICICIBANK,1387,1260.0,28-07-2026,PUT,2.9,2.85,2.95,375,210,0.2368,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,2.9000000000000004
ICICIBANK,1387,1270.0,28-07-2026,CALL,59.0,128.25,132.4,0,3,0.1977,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,130.325
ICICIBANK,1387,1270.0,28-07-2026,PUT,3.6,3.45,3.85,144,106,0.2348,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,3.6500000000000004
ICICIBANK,1387,1280.0,28-07-2026,CALL,118.0,120.25,123.2,1,22,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,121.725
ICICIBANK,1387,1280.0,28-07-2026,PUT,4.3,4.2,4.3,298,261,0.23070000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,4.25
ICICIBANK,1387,1290.0,28-07-2026,CALL,80.95,109.45,115.9,0,4,0.2937,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,112.67500000000001
ICICIBANK,1387,1290.0,28-07-2026,PUT,5.05,4.75,5.2,199,129,0.2257,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,4.975
ICICIBANK,1387,1300.0,28-07-2026,CALL,103.95,103.3,104.3,517,410,0.2125,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,103.8
ICICIBANK,1387,1300.0,28-07-2026,PUT,6.25,6.1,6.2,1532,1602,0.2243,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,6.15
ICICIBANK,1387,1310.0,28-07-2026,CALL,90.95,93.8,96.4,8,88,0.15439999999999998,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,95.1
ICICIBANK,1387,1310.0,28-07-2026,PUT,7.35,7.3,7.6,133,120,0.21960000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,7.449999999999999
ICICIBANK,1387,1320.0,28-07-2026,CALL,86.35,85.75,87.35,35,141,0.20370000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,86.55
ICICIBANK,1387,1320.0,28-07-2026,PUT,9.0,8.8,9.05,504,323,0.2182,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,8.925
ICICIBANK,1387,1330.0,28-07-2026,CALL,78.4,75.85,79.35,90,75,0.204,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,77.6
ICICIBANK,1387,1330.0,28-07-2026,PUT,10.8,10.55,10.8,204,353,0.2158,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,10.675
ICICIBANK,1387,1340.0,28-07-2026,CALL,69.8,70.05,71.45,87,170,0.1963,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,70.75
ICICIBANK,1387,1340.0,28-07-2026,PUT,13.1,12.7,13.1,421,429,0.21489999999999998,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,12.899999999999999
ICICIBANK,1387,1350.0,28-07-2026,CALL,62.75,60.55,63.9,1077,760,0.1984,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,62.224999999999994
ICICIBANK,1387,1350.0,28-07-2026,PUT,15.4,15.3,15.6,1730,1189,0.2115,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,15.45
ICICIBANK,1387,1360.0,28-07-2026,CALL,56.7,54.2,57.05,486,547,0.20420000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,55.625
ICICIBANK,1387,1360.0,28-07-2026,PUT,18.35,18.15,18.55,1030,928,0.2102,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,18.35
ICICIBANK,1387,1370.0,28-07-2026,CALL,49.65,48.65,50.2,450,329,0.20010000000000003,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,49.425
ICICIBANK,1387,1370.0,28-07-2026,PUT,21.8,21.5,21.95,407,544,0.2096,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,21.725
ICICIBANK,1387,1380.0,28-07-2026,CALL,43.5,43.15,43.8,1304,709,0.1991,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,43.474999999999994
ICICIBANK,1387,1380.0,28-07-2026,PUT,25.4,25.2,25.65,1813,737,0.2073,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,25.424999999999997
ICICIBANK,1387,1390.0,28-07-2026,CALL,37.8,37.65,38.4,2567,699,0.198,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,38.025
ICICIBANK,1387,1390.0,28-07-2026,PUT,29.65,29.25,29.65,2003,548,0.20629999999999998,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,29.45
ICICIBANK,1387,1400.0,28-07-2026,CALL,32.6,32.55,32.9,7253,3087,0.1971,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,32.724999999999994
ICICIBANK,1387,1400.0,28-07-2026,PUT,34.25,34.1,34.6,4687,2813,0.2047,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,34.35
ICICIBANK,1387,1410.0,28-07-2026,CALL,27.85,27.85,28.5,877,482,0.1961,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,28.175
ICICIBANK,1387,1410.0,28-07-2026,PUT,40.3,39.25,40.4,825,405,0.209,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,39.825
ICICIBANK,1387,1420.0,28-07-2026,CALL,23.65,23.65,24.1,1291,772,0.1956,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,23.875
ICICIBANK,1387,1420.0,28-07-2026,PUT,46.1,45.0,46.05,347,151,0.20929999999999999,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,45.525
ICICIBANK,1387,1430.0,28-07-2026,CALL,19.7,20.0,20.4,484,215,0.1937,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,20.2
ICICIBANK,1387,1430.0,28-07-2026,PUT,51.6,47.6,53.0,192,134,0.20489999999999997,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,50.3
ICICIBANK,1387,1440.0,28-07-2026,CALL,16.85,16.8,17.2,732,388,0.1961,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,17.0
ICICIBANK,1387,1440.0,28-07-2026,PUT,71.0,57.1,59.4,0,3,0.22649999999999998,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,58.25
ICICIBANK,1387,1450.0,28-07-2026,CALL,14.25,14.05,14.4,1097,476,0.19760000000000003,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,14.225000000000001
ICICIBANK,1387,1450.0,28-07-2026,PUT,64.7,64.9,67.6,513,416,0.2011,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,66.25
ICICIBANK,1387,1460.0,28-07-2026,CALL,11.7,11.6,11.9,325,222,0.19690000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,11.75
ICICIBANK,1387,1460.0,28-07-2026,PUT,73.1,69.0,73.7,73,94,0.2084,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,71.35
ICICIBANK,1387,1470.0,28-07-2026,CALL,9.75,8.95,9.75,447,160,0.1981,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,9.35
ICICIBANK,1387,1470.0,28-07-2026,PUT,0.0,79.1,83.7,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,81.4
ICICIBANK,1387,1480.0,28-07-2026,CALL,7.9,7.9,8.05,520,530,0.19760000000000003,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,7.9750000000000005
ICICIBANK,1387,1480.0,28-07-2026,PUT,81.0,87.75,91.45,2,2,0.11939999999999999,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,89.6
ICICIBANK,1387,1490.0,28-07-2026,CALL,6.55,6.55,6.65,77,44,0.19920000000000002,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,6.6
ICICIBANK,1387,1490.0,28-07-2026,PUT,0.0,95.55,101.45,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,98.5
ICICIBANK,1387,1500.0,28-07-2026,CALL,5.35,5.35,5.45,1833,736,0.20010000000000003,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,5.4
ICICIBANK,1387,1500.0,28-07-2026,PUT,108.65,102.45,107.4,54,63,0.2386,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,104.92500000000001
ICICIBANK,1387,1520.0,28-07-2026,CALL,3.65,3.6,3.7,326,338,0.20379999999999998,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,3.6500000000000004
ICICIBANK,1387,1520.0,28-07-2026,PUT,115.6,123.05,128.15,8,4,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,125.6
ICICIBANK,1387,1540.0,28-07-2026,CALL,2.6,2.55,2.7,167,51,0.20989999999999998,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,2.625
ICICIBANK,1387,1540.0,28-07-2026,PUT,0.0,134.95,152.95,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,143.95
ICICIBANK,1387,1560.0,28-07-2026,CALL,1.75,1.7,1.8,102,31,0.2133,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,1.75
ICICIBANK,1387,1560.0,28-07-2026,PUT,0.0,154.05,171.8,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-07-28,2026-06-25 22:13:51.738128,0.08767123287671233,0.07,0.02,162.925
ICICIBANK,1387,1040.0,25-08-2026,PUT,0.0,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.025
ICICIBANK,1387,1080.0,25-08-2026,PUT,0.0,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.025
ICICIBANK,1387,1100.0,25-08-2026,PUT,0.0,0.65,5.4,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,3.0250000000000004
ICICIBANK,1387,1120.0,25-08-2026,PUT,0.0,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.025
ICICIBANK,1387,1140.0,25-08-2026,PUT,0.0,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.025
ICICIBANK,1387,1160.0,25-08-2026,PUT,0.0,0.05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.025
ICICIBANK,1387,1180.0,25-08-2026,PUT,0.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.075
ICICIBANK,1387,1200.0,25-08-2026,PUT,4.3,2.55,4.25,0,12,0.2266,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,3.4
ICICIBANK,1387,1220.0,25-08-2026,PUT,0.0,1.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.65
ICICIBANK,1387,1240.0,25-08-2026,PUT,0.0,1.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.8
ICICIBANK,1387,1260.0,25-08-2026,PUT,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,1.0
ICICIBANK,1387,1280.0,25-08-2026,PUT,0.0,2.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,1.3
ICICIBANK,1387,1300.0,25-08-2026,CALL,114.75,65.1,114.35,1,2,0.1764,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,89.725
ICICIBANK,1387,1300.0,25-08-2026,PUT,13.5,12.7,14.55,5,9,0.231,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,13.625
ICICIBANK,1387,1320.0,25-08-2026,PUT,0.0,4.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,2.375
ICICIBANK,1387,1340.0,25-08-2026,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.0
ICICIBANK,1387,1340.0,25-08-2026,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.0
ICICIBANK,1387,1360.0,25-08-2026,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.0
ICICIBANK,1387,1360.0,25-08-2026,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.0
ICICIBANK,1387,1380.0,25-08-2026,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.0
ICICIBANK,1387,1400.0,25-08-2026,CALL,38.5,38.5,0.0,0,9,0.1801,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,19.25
ICICIBANK,1387,1400.0,25-08-2026,PUT,0.0,21.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,10.55
ICICIBANK,1387,1420.0,25-08-2026,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,0.0
ICICIBANK,1387,1440.0,25-08-2026,CALL,18.0,10.3,28.8,0,2,0.156,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,19.55
ICICIBANK,1387,1460.0,25-08-2026,CALL,16.25,10.2,0.0,0,3,0.175,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,5.1
ICICIBANK,1387,1480.0,25-08-2026,CALL,12.05,12.0,16.4,4,5,0.1576,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,14.2
ICICIBANK,1387,1480.0,25-08-2026,PUT,0.0,55.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,27.55
ICICIBANK,1387,1500.0,25-08-2026,CALL,0.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,1.0
ICICIBANK,1387,1520.0,25-08-2026,CALL,0.0,4.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,2.0
ICICIBANK,1387,1560.0,25-08-2026,CALL,5.9,2.8,7.5,0,2,0.2114,0.0,0.0,0.0,0.0,2026-06-25T22:13:51,2026-08-25,2026-06-25 22:13:51.738128,0.1643835616438356,0.07,0.02,5.15
